QIs,k,metric,QI,gen. intensity,granularity,n.u. entropy,sq. err.
9,8,Non-Uniform Entropy,age,0.3929696306610967,0.5494501409559812,0.3381465344557387,0.0
9,9,Non-Uniform Entropy,sex,0.9896558583648299,0.9896558583648298,0.9886235007246064,0.9896558583648299
9,9,Non-Uniform Entropy,salary-class,0.9669451627876136,0.9669451627876136,0.9592949507375353,0.9669451627876136
9,9,Non-Uniform Entropy,race,0.9937669915788078,0.9937669915789453,0.9815615087392543,0.995813511345745
9,9,Non-Uniform Entropy,workclass,0.9517273390358729,0.963762349976792,0.8993821276466583,0.9809601116326165
9,9,Non-Uniform Entropy,marital-status,0.9560208209004708,0.943825564175695,0.8984804872677132,0.9634440766212554
9,9,Non-Uniform Entropy,occupation,0.9287016776075857,0.9370297827628613,0.9180505738807466,0.9215164635995479
9,9,Non-Uniform Entropy,education,0.8292111486859846,0.8630860022544924,0.7493359936595516,0.8313336076168917
9,9,Non-Uniform Entropy,native-country,0.8763013062794245,0.8950765864332715,0.40741528968304797,0.881982976340586
9,9,Non-Uniform Entropy,age,0.37014289503348585,0.5277829686025183,0.31721220543962403,0.0
9,10,Non-Uniform Entropy,sex,0.9886612293614482,0.9886612293614483,0.9875339727031908,0.9886612293614482
9,10,Non-Uniform Entropy,salary-class,0.9643259730787083,0.9643259730787084,0.9559661150509116,0.9643259730787083
9,10,Non-Uniform Entropy,race,0.9934686028777933,0.9934686028779315,0.9805677287143757,0.9955588845649489
9,10,Non-Uniform Entropy,workclass,0.9450135932630462,0.9585334432161565,0.8855780057312576,0.977342930335264
9,10,Non-Uniform Entropy,marital-status,0.9508819043829985,0.9373273213536091,0.8877045878561471,0.9588795924880631
9,10,Non-Uniform Entropy,occupation,0.9194847821762483,0.927670068807967,0.9069728794667791,0.9115146184505655
9,10,Non-Uniform Entropy,education,0.8291337886523878,0.8643613376654953,0.7463078027581549,0.8309970621045409
9,10,Non-Uniform Entropy,native-country,0.8754227173264373,0.8928975200583629,0.40889824216765325,0.8824011603843392
9,10,Non-Uniform Entropy,age,0.35319275910085535,0.5137074611910302,0.30047577230157974,0.0
