QIs,k,metric,QI,gen. intensity,granularity,n.u. entropy,sq. err.
9,7,Non-Uniform Entropy,education,0.8627964547001705,0.8941626328934863,0.7668769348516653,0.8591218830497105
9,7,Non-Uniform Entropy,native-country,0.9652874477819773,0.973919998673846,0.753221970657849,0.9699837942036125
9,7,Non-Uniform Entropy,age,0.9690007293946025,0.9909019912003859,0.9628053050761725,0.9954291275987219
9,8,Non-Uniform Entropy,sex,0.4351833432796234,0.43518334327962327,0.38674307477908876,0.4351833432796234
9,8,Non-Uniform Entropy,salary-class,0.5121013195411445,0.5121013195411446,0.41278307906499734,0.5121013195411445
9,8,Non-Uniform Entropy,race,0.6467409322989192,0.6467409322987199,0.37482541384415546,0.6564151095531725
9,8,Non-Uniform Entropy,workclass,0.6340428353557457,0.673728532590677,0.3725363911655054,0.7605735606850678
9,8,Non-Uniform Entropy,marital-status,0.6527087063192096,0.6249254028248288,0.5305846677579094,0.662915287329708
9,8,Non-Uniform Entropy,occupation,0.7239572972614547,0.7526995251284043,0.6926183247163393,0.7094423632696609
9,8,Non-Uniform Entropy,education,0.8537121764692854,0.8880511902393741,0.754810075582298,0.8515182711944552
9,8,Non-Uniform Entropy,native-country,0.9636960413765665,0.9724860751939707,0.7461619371081177,0.9678879551922699
9,8,Non-Uniform Entropy,age,0.9679066374908826,0.991270037420829,0.9607074203704246,0.9956038337370261
9,9,Non-Uniform Entropy,sex,0.4070021881838074,0.4070021881838075,0.35891273095421217,0.4070021881838074
9,9,Non-Uniform Entropy,salary-class,0.4772229958225582,0.4772229958225582,0.3761307534747439,0.4772229958225582
9,9,Non-Uniform Entropy,race,0.6468403951992574,0.6468403951990558,0.3703752048967912,0.656769465156447
9,9,Non-Uniform Entropy,workclass,0.6188747430541741,0.6590932772552028,0.355331336641174,0.7462136229030966
9,9,Non-Uniform Entropy,marital-status,0.6330813606524766,0.6055964458591083,0.5113499329204241,0.6437837533401336
9,9,Non-Uniform Entropy,occupation,0.7002851269809695,0.7301061447669389,0.6659970335337693,0.6843028305438639
9,9,Non-Uniform Entropy,education,0.8428486174656838,0.8802754017196031,0.7386131687454918,0.8370987336001289
9,9,Non-Uniform Entropy,native-country,0.9650056362310192,0.9735188316424818,0.7540698416167314,0.9693165069023336
9,9,Non-Uniform Entropy,age,0.9656604336582455,0.990803867867729,0.9581254049777996,0.9957986952877667
9,10,Non-Uniform Entropy,sex,0.3967575094489756,0.3967575094489755,0.3485973183051443,0.3967575094489756
9,10,Non-Uniform Entropy,salary-class,0.46323188117498837,0.4632318811749885,0.3606012496220439,0.46323188117498837
9,10,Non-Uniform Entropy,race,0.6299317021417679,0.6299317021415617,0.3502864159814105,0.6398410280131896
9,10,Non-Uniform Entropy,workclass,0.6053975200583516,0.6475129538586869,0.3404765221960915,0.7354290251079244
9,10,Non-Uniform Entropy,marital-status,0.6288541873881042,0.600103883473762,0.5053009668241122,0.6380265208167761
9,10,Non-Uniform Entropy,occupation,0.6711093428817718,0.7018994863633127,0.6360254807577806,0.6526949662984782
9,10,Non-Uniform Entropy,education,0.8388701014521582,0.8767035784541255,0.7323802266146724,0.8333326093571236
9,10,Non-Uniform Entropy,native-country,0.959966182613885,0.9690272528347109,0.723645643614814,0.9655496868798489
9,10,Non-Uniform Entropy,age,0.9645580531794974,0.9897235065327428,0.9567199915237167,0.0
