QIs,k,metric,QI,gen. intensity,granularity,n.u. entropy,sq. err.
9,9,Non-Uniform Entropy,occupation,0.37182547576420666,0.4053087685472345,0.348197246228959,0.3774350011607729
9,9,Non-Uniform Entropy,education,0.7656764582366371,0.8054461463651835,0.6544807621057042,0.7670803053028361
9,9,Non-Uniform Entropy,native-country,0.9552914262979908,0.965537762747847,0.6909239458083838,0.9616025616898388
9,9,Non-Uniform Entropy,age,0.9757807837676546,0.9940101231129733,0.9703333650203594,0.9973445688066935
9,10,Non-Uniform Entropy,sex,0.955937935150189,0.9559379351501889,0.9516273987753937,0.955937935150189
9,10,Non-Uniform Entropy,salary-class,0.9079968171871892,0.9079968171871893,0.8866737271434076,0.9079968171871892
9,10,Non-Uniform Entropy,race,0.90812943438764,0.90812943438778,0.7539531849140184,0.9219675011352111
9,10,Non-Uniform Entropy,workclass,0.644718519992043,0.6830969905368155,0.38734111590995357,0.7706343038076638
9,10,Non-Uniform Entropy,marital-status,0.4204296797294609,0.3979842185530499,0.339558687738979,0.41021408143980875
9,10,Non-Uniform Entropy,occupation,0.34865061998541214,0.3827893477783767,0.3259939678440439,0.35616317089741434
9,10,Non-Uniform Entropy,education,0.7457396724355188,0.7898923590389674,0.6283899563668977,0.7447781147369907
9,10,Non-Uniform Entropy,native-country,0.9556063921490617,0.9659629666467927,0.6922301008183482,0.9616308393299807
9,10,Non-Uniform Entropy,age,0.9749602148398647,0.9937713451737775,0.9689404077122133,0.9970655006952951
