QIs,k,metric,QI,gen. intensity,granularity,n.u. entropy,sq. err.
9,8,Non-Uniform Entropy,education,0.825055809738523,0.8572795791614172,0.7219985513642899,0.8183620224420214
9,8,Non-Uniform Entropy,native-country,0.963580001326172,0.9724338571712933,0.7416409884469042,0.9685507570747676
9,8,Non-Uniform Entropy,age,0.9804721172336052,0.9954746054805785,0.9757466648688152,0.9982703193305456
9,9,Non-Uniform Entropy,sex,0.9178436443206683,0.9178436443206683,0.9096467751430847,0.9178436443206683
9,9,Non-Uniform Entropy,salary-class,0.8113520323585969,0.811352032358597,0.7680382006572481,0.8113520323585969
9,9,Non-Uniform Entropy,race,0.812180889861415,0.8121808898613501,0.5836813078152987,0.8249653071011165
9,9,Non-Uniform Entropy,workclass,0.5235892845302036,0.5619606505820948,0.26081167681837814,0.6479838241493401
9,9,Non-Uniform Entropy,marital-status,0.42208739473509715,0.40052604822836146,0.3363685346239925,0.4192842258086722
9,9,Non-Uniform Entropy,occupation,0.501740600755918,0.536398320862081,0.47341021064692257,0.5037071851665664
9,9,Non-Uniform Entropy,education,0.8146011537696449,0.8481908803571824,0.7087206339311856,0.807633108714543
9,9,Non-Uniform Entropy,native-country,0.961292354618394,0.9710239705589997,0.7256447744746346,0.9664637155514691
9,9,Non-Uniform Entropy,age,0.9803643657582388,0.9954139900429988,0.9753979995613594,0.9980546475384403
9,10,Non-Uniform Entropy,sex,0.9169484782176248,0.9169484782176249,0.908672026446117,0.9169484782176248
9,10,Non-Uniform Entropy,salary-class,0.8138054505669385,0.8138054505669385,0.7711115418653826,0.8138054505669385
9,10,Non-Uniform Entropy,race,0.794973808102911,0.7949738081028216,0.5508093492254507,0.8079689694829804
9,10,Non-Uniform Entropy,workclass,0.5095981698826337,0.5495041063968853,0.2476268184400161,0.6369147054424038
9,10,Non-Uniform Entropy,marital-status,0.3923314103839268,0.3731737506353541,0.30958913396884047,0.39129281159456564
9,10,Non-Uniform Entropy,occupation,0.472912936807904,0.5059830760048217,0.44414602699716565,0.472592071689904
9,10,Non-Uniform Entropy,education,0.8091638485511592,0.8446367393850982,0.7015443775493773,0.8048793100630831
9,10,Non-Uniform Entropy,native-country,0.9587560506597705,0.9675071281745428,0.7126611281740343,0.9653983744192276
9,10,Non-Uniform Entropy,age,0.9775711159737418,0.9944756228822327,0.972076048185251,0.9974935812336595
